level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder,mnemonic_source_url
13,simplicity,n,the quality of being simple or uncompounded,"simplicity, simpleness","easiness, grimness, honesty, clearness, simplicity, facility",Think of 'simplicity' as 'sim' to help remember it means the quality of being simple or uncompounded.,The word 'simplicity' is a thing: it means the quality of being simple or uncompounded.,"Yesterday, I had to ___ when I the quality of being simple or uncompounded. Choices: [simplicity, play, jump].",
13,singular,adj,unusual or striking,"remarkable, singular","unique, alone, unique, wild, known, distinguishing",Think of 'singular' as 'sin' to help remember it means unusual or striking.,My toy is very 'singular' because it is unusual or striking.,"Yesterday, I had to ___ when I unusual or striking. Choices: [singular, play, jump].",
13,slaughter,v,kill (animals) usually for food consumption,"butcher, slaughter","killing, kill, destroy, murder, cut meat, massacre",Think of 'slaughter' as 'sla' to help remember it means kill (animals) usually for food consumption.,We can 'slaughter' when we kill (animals) usually for food consumption.,"Yesterday, I had to ___ when I kill (animals) usually for food consumption. Choices: [slaughter, play, jump].",
13,soar,v,rise rapidly,"soar, soar up, soar upwards, surge, zoom","climb, stand, go up, crawl, wing, float",Think of 'soar' as 'soa' to help remember it means rise rapidly.,We can 'soar' when we rise rapidly.,"Yesterday, I had to ___ when I rise rapidly. Choices: [soar, play, jump].",
13,solder,v,join or fuse with solder,solder,"glue, attach, join, meld, lustrous chemical element, adhere",Think of 'solder' as 'sol' to help remember it means join or fuse with solder.,We can 'solder' when we join or fuse with solder.,"Yesterday, I had to ___ when I join or fuse with solder. Choices: [solder, play, jump].",
13,solicit,v,make a solicitation or entreaty for something; request urgently or persistently,"solicit, beg, tap","sell, attempt, attempt to get, request, request, request",Think of 'solicit' as 'sol' to help remember it means make a solicitation or entreaty for something; request urgently or persistently.,We can 'solicit' when we make a solicitation or entreaty for something; request urgently or persistently.,"Yesterday, I had to ___ when I make a solicitation or entreaty for something; request urgently or persistently. Choices: [solicit, play, jump].",
13,soluble,adj,(of a substance) capable of being dissolved in some solvent (usually water),soluble,basic,Think of 'soluble' as 'sol' to help remember it means (of a substance) capable of being dissolved in some solvent (usually water).,My toy is very 'soluble' because it is (of a substance) capable of being dissolved in some solvent (usually water).,"Yesterday, I had to ___ when I (of a substance) capable of being dissolved in some solvent (usually water). Choices: [soluble, play, jump].",
13,solvent,n,a liquid substance capable of dissolving other substances,"solvent, dissolvent, dissolver, dissolving agent, resolvent","financially sound, soap, financial, fluid, alcohol, mixture",Think of 'solvent' as 'sol' to help remember it means a liquid substance capable of dissolving other substances.,The word 'solvent' is a thing: it means a liquid substance capable of dissolving other substances.,"Yesterday, I had to ___ when I a liquid substance capable of dissolving other substances. Choices: [solvent, play, jump].",
13,sovereign,n,a nation’s ruler or head of state usually by hereditary right,"sovereign, crowned head, monarch","dominant, controller, authorized, official, independent, boss",Think of 'sovereign' as 'sov' to help remember it means a nation’s ruler or head of state usually by hereditary right.,The word 'sovereign' is a thing: it means a nation’s ruler or head of state usually by hereditary right.,"Yesterday, I had to ___ when I a nation’s ruler or head of state usually by hereditary right. Choices: [sovereign, play, jump].",
13,spacious,adj,very large in expanse or scope,"broad, spacious, wide","extensive, open, sufficient, large, wide, ample",Think of 'spacious' as 'spa' to help remember it means very large in expanse or scope.,My toy is very 'spacious' because it is very large in expanse or scope.,"Yesterday, I had to ___ when I very large in expanse or scope. Choices: [spacious, play, jump].",
13,spawn,v,call forth,"engender, breed, spawn","produce, develop, seed, cause, create, produce",Think of 'spawn' as 'spa' to help remember it means call forth.,We can 'spawn' when we call forth.,"Yesterday, I had to ___ when I call forth. Choices: [spawn, play, jump].",
13,spectator,n,a close observer; someone who looks at something (such as an exhibition of some kind),"spectator, witness, viewer, watcher, looker","fan, watcher, onlooker, observer, looker-on",Think of 'spectator' as 'spe' to help remember it means a close observer; someone who looks at something (such as an exhibition of some kind).,The word 'spectator' is a thing: it means a close observer; someone who looks at something (such as an exhibition of some kind).,"Yesterday, I had to ___ when I a close observer; someone who looks at something (such as an exhibition of some kind). Choices: [spectator, play, jump].",
13,speculation,n,a message expressing an opinion based on incomplete evidence,"guess, conjecture, supposition, surmise, surmisal, speculation, hypothesis",,Think of 'speculation' as 'spe' to help remember it means a message expressing an opinion based on incomplete evidence.,The word 'speculation' is a thing: it means a message expressing an opinion based on incomplete evidence.,"Yesterday, I had to ___ when I a message expressing an opinion based on incomplete evidence. Choices: [speculation, play, jump].",
13,spiral,n,a plane curve traced by a point circling about the center but at increasing distances from the center,spiral,"curling, curl, a galaxy in spiral structure, inflationary trend, curve, roll",Think of 'spiral' as 'spi' to help remember it means a plane curve traced by a point circling about the center but at increasing distances from the center.,The word 'spiral' is a thing: it means a plane curve traced by a point circling about the center but at increasing distances from the center.,"Yesterday, I had to ___ when I a plane curve traced by a point circling about the center but at increasing distances from the center. Choices: [spiral, play, jump].",
13,spoke,,Synonyms:,"More Synonyms: rod, range","rod, range",Think of 'spoke' as 'spo' to help remember it means Synonyms:.,I will use the word 'spoke' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [spoke, play, jump].",
13,spontaneous,adj,happening or arising without apparent external cause,"spontaneous, self-generated","impulsive, unthought-out response, improvised, habitual, chance, talkative",Think of 'spontaneous' as 'spo' to help remember it means happening or arising without apparent external cause.,My toy is very 'spontaneous' because it is happening or arising without apparent external cause.,"Yesterday, I had to ___ when I happening or arising without apparent external cause. Choices: [spontaneous, play, jump].",
13,stabilize,v,make stable and keep from fluctuating or put into an equilibrium,"stabilize, stabilise","brace, equal, combine, reward, organize, balance",Think of 'stabilize' as 'sta' to help remember it means make stable and keep from fluctuating or put into an equilibrium.,We can 'stabilize' when we make stable and keep from fluctuating or put into an equilibrium.,"Yesterday, I had to ___ when I make stable and keep from fluctuating or put into an equilibrium. Choices: [stabilize, play, jump].",
