level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder
11,extensive,adj,large in spatial extent or range or scope or quantity,"extensive, extended","far-reaching, broad in scope, sufficient, large, wide, ample",🔑 Remember: 'extensive' sounds like 'ext' and means large in spatial extent or range or scope or quantity.,My dog is 'extensive' because it is large in spatial extent or range or scope or quantity.,"Sara’s teacher asked the class to ___ to show they could large in spatial extent or range or scope or quantity. Choices: [extensive, draw, play]"
11,extract,v,"remove, usually with some force or effort; also used in an abstract sense","extract, pull out, pull, pull up, take out, draw out",,"🔑 Remember: 'extract' sounds like 'ext' and means remove, usually with some force or effort; also used in an abstract sense.","Every day we can 'extract' when we remove, usually with some force or effort; also used in an abstract sense.","Tom found a magic box that could ___ when he remove, usually with some force or effort; also used in an abstract sense. Choices: [extract, dance, eat]"
11,facilitate,v,make easier,"facilitate, ease, alleviate","assist, help, help, guide, allow, rush",🔑 Remember: 'facilitate' sounds like 'fac' and means make easier.,Every day we can 'facilitate' when we make easier.,"On a sunny day, Mia decided to ___ while she make easier. Choices: [facilitate, sleep, laugh]"
11,familiar,adj,well known or easily recognized,familiar,"common, knowledgeable, friendly, up-to-date, prepared, familiarize",🔑 Remember: 'familiar' sounds like 'fam' and means well known or easily recognized.,My dog is 'familiar' because it is well known or easily recognized.,"During the big game, the team had to ___ if they wanted to well known or easily recognized. Choices: [familiar, run, jump]"
11,fantastic,adj,ludicrously odd,"antic, fantastic, fantastical, grotesque","strange, enormous, wonderful, wild, unrealistic, deceptive",🔑 Remember: 'fantastic' sounds like 'fan' and means ludicrously odd.,My dog is 'fantastic' because it is ludicrously odd.,"In the middle of the forest, animals love to ___ because they ludicrously odd. Choices: [fantastic, hide, sing]"
11,fault,n,a wrong action attributable to bad judgment or ignorance or inattention,"mistake, error, fault","blame, defect, critical, deserving blame, failure, exploitation",🔑 Remember: 'fault' sounds like 'fau' and means a wrong action attributable to bad judgment or ignorance or inattention.,"The word 'fault' is a thing, it means a wrong action attributable to bad judgment or ignorance or inattention.","Sara’s teacher asked the class to ___ to show they could a wrong action attributable to bad judgment or ignorance or inattention. Choices: [fault, draw, play]"
11,fiber,n,a slender and greatly elongated substance capable of being spun into yarn,"fiber, fibre","strand, good character, character, indispensable content, hair, entanglement",🔑 Remember: 'fiber' sounds like 'fib' and means a slender and greatly elongated substance capable of being spun into yarn.,"The word 'fiber' is a thing, it means a slender and greatly elongated substance capable of being spun into yarn.","Tom found a magic box that could ___ when he a slender and greatly elongated substance capable of being spun into yarn. Choices: [fiber, dance, eat]"
11,fiscal,adj,involving financial matters,"fiscal, financial","monetary, 12 month accounting period, twelve-month period, business, financial, monetary",🔑 Remember: 'fiscal' sounds like 'fis' and means involving financial matters.,My dog is 'fiscal' because it is involving financial matters.,"During the big game, the team had to ___ if they wanted to involving financial matters. Choices: [fiscal, run, jump]"
11,flavor,n,the general atmosphere of a place or situation and the effect that it has on people,"spirit, tone, feel, feeling, flavor, flavour, look, smell","taste, aura, season, added ingredient, style, mood",🔑 Remember: 'flavor' sounds like 'fla' and means the general atmosphere of a place or situation and the effect that it has on people.,"The word 'flavor' is a thing, it means the general atmosphere of a place or situation and the effect that it has on people.","During the big game, the team had to ___ if they wanted to the general atmosphere of a place or situation and the effect that it has on people. Choices: [flavor, run, jump]"
11,flood,v,fill quickly beyond capacity; as with a liquid,"deluge, flood, inundate, swamp","flow, submerge, rising tide, sudden rainfall, overflowing, mass",🔑 Remember: 'flood' sounds like 'flo' and means fill quickly beyond capacity; as with a liquid.,Every day we can 'flood' when we fill quickly beyond capacity; as with a liquid.,"Tom found a magic box that could ___ when he fill quickly beyond capacity; as with a liquid. Choices: [flood, dance, eat]"
11,flood,n,the rising of a body of water and its overflowing onto normally dry land,"flood, inundation, deluge, alluvion",,🔑 Remember: 'flood' sounds like 'flo' and means the rising of a body of water and its overflowing onto normally dry land.,"The word 'flood' is a thing, it means the rising of a body of water and its overflowing onto normally dry land.","Sara’s teacher asked the class to ___ to show they could the rising of a body of water and its overflowing onto normally dry land. Choices: [flood, draw, play]"
11,formation,n,an arrangement of people or things acting as a unit,formation,"composition, shape, structure, soldiers, collection, structure",🔑 Remember: 'formation' sounds like 'for' and means an arrangement of people or things acting as a unit.,"The word 'formation' is a thing, it means an arrangement of people or things acting as a unit.","During the big game, the team had to ___ if they wanted to an arrangement of people or things acting as a unit. Choices: [formation, run, jump]"
11,foster,v,promote the growth of,"foster, further","promote, care for, care for, promote, excite, pamper",🔑 Remember: 'foster' sounds like 'fos' and means promote the growth of.,Every day we can 'foster' when we promote the growth of.,"During the big game, the team had to ___ if they wanted to promote the growth of. Choices: [foster, run, jump]"
11,founder,n,inflammation of the laminated tissue that attaches the hoof to the foot of a horse,"laminitis, founder","establisher, fail, predecessor, fall apart, inventor, dismay",🔑 Remember: 'founder' sounds like 'fou' and means inflammation of the laminated tissue that attaches the hoof to the foot of a horse.,"The word 'founder' is a thing, it means inflammation of the laminated tissue that attaches the hoof to the foot of a horse.","In the middle of the forest, animals love to ___ because they inflammation of the laminated tissue that attaches the hoof to the foot of a horse. Choices: [founder, hide, sing]"
11,franchise,n,an authorization to sell a company’s goods or services in a particular place,franchise,"authority, voting, shop, complete authority, agreement, choosing",🔑 Remember: 'franchise' sounds like 'fra' and means an authorization to sell a company’s goods or services in a particular place.,"The word 'franchise' is a thing, it means an authorization to sell a company’s goods or services in a particular place.","Sara’s teacher asked the class to ___ to show they could an authorization to sell a company’s goods or services in a particular place. Choices: [franchise, draw, play]"
